barcode,category,description,name,pages,price,publishing_affiliate,seller,size,subcategory,url
sachsapphathanh-893535260424-dht23.11,Truyện Tranh/Manga,"“So với hồi mới phát hành dài kì, bây giờ Maruko và ông nội ngây ngô hơn nhiều, Nagasawa thì xấu tính dần đều, còn tôi càng ngày càng cảm nhận sâu sắc rằng ‘truyện dài kì giống như một sinh vật vậy’,” tác giả Sakura chia sẻ. Thật không thể nào rời mắt khỏi Nhóc Maruko!! Bộ truyện tranh quốc dân được độc giả vô cùng yêu thích đã đi đến tập 11 rồi nè.",Nhóc Maruko - Tập 11,168,"40,000",,Phương Nam Online,18 x 13 x 0.8,Manga,https://nhasachphuongnam.com/nhoc-maruko-tap-11.html
sachsapphathanh-893535261087-dht23.08,Tuổi Mới Lớn,"Cặp đôi ""nghĩ nhiều"" nọ liên tục hiểu nhầm ý của đối phương, sóng gió (?) vô cùng quan ngại ập tới. Đã tới lúc hội bạn thân cần ra tay giải cứu! Bên cạnh đấy, người vô tri vẫn hoàn vô tri, người ngây thơ vẫn rất ư trong sáng...","Khi ""Trai"" Đẹp Hẹn Hò - Tập 3",160,"45,000",,Phương Nam Online,18 x 13 x 0.8,Truyện Tranh,https://nhasachphuongnam.com/khi-trai-dep-hen-ho-tap-3.html
sachsapphathanh-893535261429-dht23.08,Tuổi Mới Lớn,Mùa hè tới tại ngôi đền đầy mèo ở làng quê yên bình.,Chị Chion Ở Đền Mèo - Tập 4,176,"50,000",,Phương Nam Online,18 x 13 x 1,Truyện Tranh,https://nhasachphuongnam.com/chi-chion-o-den-meo-tap-4.html
893535261330,Truyện Tranh/Manga,"Tuyển tập “Bác Remus” của tác giả Joel Chandler Harris được xuất bản lần đầu tiên vào năm 1880, và kể từ đó đã được nhiều thế hệ trẻ em trên khắp thế giới yêu thích. Xuất phát từ những câu chuyện được Harris ghi lại từ chuyện kể của các nô lệ đồn điền, theo lối kể của chính họ, để chúng không bị quên lãng, Harris tạo ra nhân vật người kể chuyện hư cấu được gọi là Bác Remus, một nô lệ đã được giải phóng.",Truyện Về Chú Thỏ Mưu Mẹo,80,"105,000",,Phương Nam Online,24 x 18 x 0.8,Truyện Tranh,https://nhasachphuongnam.com/truyen-ve-chu-tho-muu-meo.html
893535261331,Truyện Tranh/Manga," vốn được phát triển từ những câu chuyện nhỏ mà nhà văn người Anh Kenneth Graham kể cho con trai trước giờ đi ngủ, về những cuộc phiêu lưu kì thú của lão Cóc mê ô tô và các bạn Chuột Chũi, Chuột Cống, Lửng và Rái Cá. Từ những mẩu chuyện đó, tác giả đã viết thành một tác phẩm văn học thiếu nhi kinh điển đã nhiều lần được chuyển thể thành kịch bản sân khấu, truyền hình và luôn nằm trong danh sách bán chạy không chỉ ở Anh mà nhiều quốc gia trên thế giới.",Gió Vờn Trong Liễu,96,"120,000",,Phương Nam Online,24 x 18 x 0.8,Truyện Tranh,https://nhasachphuongnam.com/gio-von-trong-lieu.html
893535261360,Thiếu Nhi,"Hai Da có tài ghi nhớ, giỏi quan sát và sớm biết chữ. Không chỉ là “thần đồng”, Hai Da còn có khả năng thám tử “vượt trội”. Cùng chú chó Giôn và cô bé Tàu Lá Chuối… nhóm bạn đã khám phá được “chuyện bí ẩn” của Cà Rốt và dự cuộc truy tìm “đối tượng” li kì…","Thám Tử Hai Da, Tàu Lá Chuối Và Thằng Giôn",232,"65,000",,Phương Nam Online,20.5 x 14.5 x 1.2,Văn Học Thiếu Nhi,https://nhasachphuongnam.com/tham-tu-hai-da-tau-la-chuoi-va-thang-gion.html
893535261224,Thiếu Nhi,"Khi bắt đầu biết ưu tư, thế giới của trẻ thơ hoàn thiện các gam màu. Trong nỗi buồn ấy, trái tim vẫn dịu dàng, yêu thương và đồng cảm. Đôi mắt vẫn giữ lấy hi vọng, vẫn nhen nhóm niềm vui. Từng kí ức vẫn phủ lên ánh sáng rực rỡ. Từ tiếng chim trên triền núi, đoạn nhạc không tên, hòn đá ngoài vườn, đến vết thủng nơi mái ngói, hay khạp nước giữa đồng… tất cả đều sống động, khắc sâu vào cõi lòng ta.",Một Vì Sao Không Bao Giờ Khóc,160,"55,000",,Phương Nam Online,20.5 x 13 x 0.8,Văn Học Thiếu Nhi,https://nhasachphuongnam.com/mot-vi-sao-khong-bao-gio-khoc.html
893535261223,Thiếu Nhi,Một xóm trọ nghèo luôn đùm bọc lẫn nhau.,Lũ Quỉ Nhỏ Xóm Trọ Thành Công,136,"50,000",,Phương Nam Online,20.5 x 13 x 0.8,Văn Học Thiếu Nhi,https://nhasachphuongnam.com/lu-qui-nho-xom-tro-thanh-cong.html
893506992404,Văn Học,"22 truyện ngắn trong tập sách này, nếu ghi năm sáng tác vào dưới mỗi truyện, hẳn sẽ khiến bạn đọc thấy bất ngờ và thú vị. Bởi đó là các truyện tác giả viết từ nhiều năm gần đây, được tác giả tập hợp lại, thế mà lại có kết cấu chặt chẽ như một khối rubic, không hề lộ vết ghép của thời gian. Có lẽ đó là do Hồ Anh Thái viết các truyện ngắn này ở vào độ chín của tuổi đời tuổi nghề; và gom lại thành một tập, khi đã có quá nhiều “kinh nghiệm” trong việc xuất bản sách, để mỗi tác phẩm của anh trở thành một chỉnh thể nghệ thuật công phu khi đến tay bạn đọc. Thế nên, dẫu chỉ là một tập sách nhỏ, nó vẫn gợi nhớ đến cái chí mà Hồ Anh Thái định hình được cho mình ngay từ khi xuất hiện trên văn đàn, đó là một hình mẫu về một nhà văn hiện đại: chuyên nghiệp, bền bỉ, quyết liệt trong phong cách; tinh tế, lớn lao và đầy tính triết luận sâu sắc trong nội dung; hài hước sáng tạo và sắc sảo trong ngôn ngữ thể hiện.",Trượt Chân Trên Tầng Cao,280,"108,000",,Phương Nam Online,20.5 x 13.5 x 1.5,Truyện Ngắn/Tản Văn,https://nhasachphuongnam.com/truot-chan-tren-tang-cao.html
893506992409,Văn Học,"Di cư và nhập cảnh trái phép luôn là vấn đề nhức nhối của nhân loại trong hàng thập kỉ tồn tại và phát triển. Mặc dù các quốc gia đã đưa ra rất nhiều lời cảnh tỉnh và siết chặt an ninh cùng nhiều hình thức trừng phạt mạnh tay, nhưng vấn nạn này chưa bao giờ được giải quyết triệt để, thậm chí thủ đoạn của bọn tội phạm vượt biên còn ngày càng tinh vi và ngoan cố hơn. Chúng ta hẳn không thể nào quên được sự kiện kinh hoàng, gây rúng động toàn thế giới cách đây 5 năm: 1h20ph sáng ngày 23/10/2019, cảnh sát Anh quốc đã phát hiện ra thi thể của 39 người Việt tử vong trong một chiếc xe container đông lạnh. Họ đều là những con người tham gia vào chuyến hành trình vượt biên trái phép và bỏ mạng ngay trước giây phút tưởng chừng đã đặt chân được đến miền đất hứa.",25 Độ Âm,328,"158,000",,Phương Nam Online,20.5 x 13.5 x 1.6,Văn Học Đương Đại,https://nhasachphuongnam.com/25-do-am.html
978604490486,Thể Loại Khác,"Dù trước giai đoạn chính thức nên vợ nên chồng hay đã trải qua đời sống hôn nhân nhiều năm, mỗi cặp vợ chồng luôn phải học cách thấu hiểu vai trò của nhau, cùng nỗ lực xây đắp và giữ được tiếng nói chung trong hôn nhân (Tập vào vai vợ-chồng). Những tật xấu mà vợ/chồng bộc lộ trong cuộc sống hôn nhân cần phải giải quyết thế nào, vì vậy mỗi cặp vợ chồng cần học cách đón nhận những điều không hoàn hảo của nhau (Vòng tròn “không hoàn hảo”). Thời điểm khi vợ hoặc chồng bất đắc dĩ rơi vào cuộc chiến với người thứ ba, trong tình huống nước sôi lửa bỏng như thế, người vợ và người chồng nên làm gì để cứu vãn cuộc hôn nhân? (Cuộc chiến Cơm và Phở). Trong việc nuôi dạy con cái (Chuyện con cái chúng mình), ứng xử và lối sống của vợ chồng thường là vấn đề gây ra tranh cãi nảy lửa nếu vợ chồng không biết rằng chính họ là tấm gương sáng đầu tiên để dạy dỗ con cái nên người, từ đó giúp chúng trở thành người chồng/người vợ hoàn thiện trong tương lai bằng chính đời sống hôn nhân của mỗi cặp vợ chồng ngày hôm nay.",Hòa Hợp Hôn Nhân - Buông Hay Giữ,190,"168,000",,Phương Nam Online,23.5 x 15.5 x 1,Thường Thức/Đời Sống,https://nhasachphuongnam.com/hoa-hop-hon-nhan-buong-hay-giu.html
978604490312,Thể Loại Khác," giúp các cặp vợ chồng khám phá những bí mật trong đời sống tình dục (Mở khóa bí mật) bao gồm những đỉnh mốc tình dục của đối tác trong giai đoạn làm vợ làm chồng, vì sao lại có sự lệch pha trong quan hệ chăn gối, sự quan trọng khi phải hài hòa hai yếu tố tình yêu và tình dục trong chuyện phòng the, sự cần thiết khi duy trì chuyện ấy ở tuổi xế chiều… Những kỹ thuật, kỹ năng, bí kíp lành mạnh trong đời sống tình dục (Đâu là vũ khí bí mật) là công cụ quan trọng giúp các cặp vợ chồng hướng tới cái đẹp trong đời sống tình dục, đạt được thăng hoa trong tình yêu. Khi gặp phải những tình huống oái ăm trong phòng the, các cặp vợ chồng cần xử trí như thế nào và đặc biệt, những hiểm họa tưởng chừng to nhưng hóa ra nhỏ, hoặc vốn được xem như không có gì lại có thể trở thành những hủy diệt trong chuyện gối chăn, nếu cả hai vợ chồng không được trang bị đầy đủ kiến thức (Những “hủy diệt” khôn lường).",Hòa Hợp Hôn Nhân - Bí Mật Chuyện Phòng The,156,"148,000",,Phương Nam Online,23.5 x 15.5 x 0.8,Thường Thức/Đời Sống,https://nhasachphuongnam.com/hoa-hop-hon-nhan-bi-mat-chuyen-phong-the.html
893506992357,Kỹ Năng/Sống Đẹp,,"Em Muốn Mình Là Ai, Cô Gái?",216,"170,000",,Phương Nam Online,23.5 x 19 x 1.2,Kỹ Năng Sống,https://nhasachphuongnam.com/em-muon-minh-la-ai-co-gai.html
893532502008,Văn Học,"Vài tháng sau khi sống sót trong dòng sông đầy rẫy ma thú, Alicia đã trở thành đệ tử của Serjura và học ma thuật từ cô, thế nhưng những tháng ngày bình yên đó lại đột nhiên vỡ tan. Thành viên chủ chốt của Hội Sát thủ đã đe dọa sư phụ cô để ép buộc cô thực hiện một ủy thác. Trước kẻ thù rắp tâm lợi dụng sư đồ mình, cô chỉ đáp lại một câu: “Tôi sẽ lấy mạng bất cứ ai trở thành kẻ thù của mình.”",Nữ Chính Sinh Tồn Mạnh Mẽ Trong Thế Giới Otome Game - Tập 2,592,"179,000",Fujibooks,Phương Nam Online,18 x 13 x 3,Văn Học Đương Đại,https://nhasachphuongnam.com/nu-chinh-sinh-ton-manh-me-trong-the-gioi-otome-game-tap-2.html
893521236768,Thiếu Nhi,"Bạn có biết, trẻ em làm quen với tiếng Anh từ sớm không chỉ giúp con phát triển kỹ năng ngôn ngữ mà còn giúp trẻ thông minh và tự tin hơn. Các nghiên cứu khoa học đã chỉ ra rằng, từ 3 tuổi là độ tuổi phù hợp để con bắt đầu khám phá một ngôn ngữ mới, bởi khi này con đã phát triển về nhận thức và khả năng học hỏi, cũng như đã biết nói và bắt đầu có nhu cầu mở rộng khả năng giao tiếp của mình.",Kéo Đẩy Tìm Kiếm - 100 Từ Vựng Song Ngữ Việt-Anh Cho Bé,10,"180,000",Đinh Tị Books,Phương Nam Online,28 x 21.6 x 0.6,Sách Thiếu Nhi Khác,https://nhasachphuongnam.com/keo-day-tim-kiem-100-tu-vung-song-ngu-viet-anh-cho-be.html
893523524225,Văn Học,,Lolita (Tái bản năm 2024),368,"150,000",Nhã Nam,Phương Nam Online,24 x 15 x 2,Văn Học Kinh Điển/Cổ Điển,https://nhasachphuongnam.com/lolita-tai-ban-nam-2024.html
893523524224,Kinh Tế/Kinh Doanh,"Trong những năm vừa qua, việc thực hiện trách nhiệm xã hội doanh nghiệp đã chuyển từ ""làm được thì tốt"" thành ""phải làm"" đối với mọi doanh nghiệp. Nhiều bằng chứng nghiên cứu và thực tiễn cho thấy muốn được tiếng hay - làm ngay việc thiện không chỉ là một sáo ngữ, và việc xây dựng các sáng kiến marketing vì cộng đồng hiệu quả có thể giúp kiến tạo một thế giới tốt đẹp hơn và gia tăng lợi nhuận cho doanh nghiệp. Cuốn sách đưa ra những lời khuyên hữu ích để tích hợp các sáng kiến marketing vì cộng đồng vào mục tiêu kinh doanh tổng thể của doanh nghiệp. Đây cũng là cuốn sổ tay giúp các nhà quản lý và nhân viên trong công ty có thể lựa chọn những vấn đề phù hợp nhất, những đối tác tốt nhất và những sáng kiến có tiềm năng cao nhất để theo đuổi. Đối với các tổ chức phi lợi nhuận và cơ quan công ích đang tìm kiếm sự hỗ trợ từ các doanh nghiệp, cuốn sách cung cấp những hiểu biết sâu sắc cần thiết để tạo ra những mối quan hệ đối tác đôi bên cùng có lợi.",Doanh Nghiệp Cống Hiến - Những Chiến Lược Marketing Xã Hội Làm Thay Đổi Thế Giới,352,"248,000",Nhã Nam,Phương Nam Online,24 x 15.5 x 1.8,Marketing/Bán Hàng,https://nhasachphuongnam.com/doanh-nghiep-cong-hien-nhung-chien-luoc-marketing-xa-hoi-lam-thay-doi-the-gioi.html
893523524243,Văn Học,"Đó là câu chuyện đau đớn, khuấy động một cách ám ảnh. Một cuốn sách đẹp, gần như là mịn màng về những tầng sâu không thể dò đến của chúng ta.","Phía Nam Biên GIới, Phía Tây Mặt Trời (Tái bản năm 2024)",292,"98,000",Nhã Nam,Phương Nam Online,20.5 x 14 x 1.5,Văn Học Đương Đại,https://nhasachphuongnam.com/phia-nam-bien-gioi-phia-tay-mat-troi-tai-ban-nam-2024.html
893523524242,Văn Học,"Câu chuyện bắt đầu từ một chuyến bay trong ngày mưa ảm đạm, một người đàn ông 37 tuổi chợt nghe thấy bài hát gắn liền với hình ảnh người yêu cũ, thế là quá khứ ùa về xâm chiếm thực tại. Mười tám năm trước, người đàn ông ấy là chàng Toru Wanatabe trẻ trung, mỗi chủ nhật lại cùng nàng Naoko lang thang vô định trên những con phố Tokyo. Họ sánh bước bên nhau để thấy mình còn sống, còn tồn tại, và gắng gượng tiếp tục sống, tiếp tục tồn tại sau cái chết của người bạn cũ Kizuki. Cho đến khi Toru nhận ra rằng mình thực sự yêu và cần có Naoko thì cũng là lúc nàng không thể chạy trốn những ám ảnh quá khứ, không thể hòa nhập với cuộc sống thực tại và trở về dưỡng bệnh trong một khu trị liệu khép kín. Toru, bên cạnh giảng đường vô nghĩa chán ngắt, bên cạnh những đêm chơi bời chuyển từ cảm giác thích thú đến uể oải, ghê tởẫn kiên nhẫn chờ đợi và hy vọng vào sự hồi phục của Naoko. Cuối cùng, những lá thư, những lần thăm hỏi, hồi ức về lần ân ái duy nhất của Toru không thể níu Naoko ở lại, nàng chọn cái chết như một lối đi thanh thản. Từ trong mất mát, Toru nhận ra rằng mình cần tiếp tục sống và bắt đầu tình yêu mới với Midori.",Rừng Nauy (Tái bản năm 2024),556,"180,000",Nhã Nam,Phương Nam Online,20.5 x 14 x 3,Văn Học Đương Đại,https://nhasachphuongnam.com/rung-nauy-tai-ban-nam-2024.html
893523524216,Truyện Tranh/Manga,"CUỐN SÁCH TRANH ĐÃ TRỞ THÀNH HIỆN TƯỢNG NGAY TỪ KHI MỚI PHÁT HÀNH TẠI THỊ TRƯỜNG QUỐC TẾ, THAY ĐỔI CÁCH RẤT NHIỀU NGƯỜI NHÌN NHẬN VỀ VẤN ĐỀ BIẾN ĐỔI KHÍ HẬU!",Thế Giới Không Hồi Kết,196,"300,000",Nhã Nam,Phương Nam Online,29 x 24 x 2.6,Comic,https://nhasachphuongnam.com/the-gioi-khong-hoi-ket.html
893528040121,Kinh Tế/Kinh Doanh,,Quản Trị Dự Án,440,"285,000",PACE,Phương Nam Online,23 x 15 x 2.2,Quản Trị Kinh Doanh,https://nhasachphuongnam.com/quan-tri-du-an.html
